customer_id,segment,age,gender,loyalty_member
C01519,Chronic Loyalists,44,M,True
C01520,Price Sensitives,36,M,True
C01521,Health Seekers,62,F,False
C01522,Price Sensitives,47,M,True
C01523,Rx-Only,47,F,False
C01524,Rx-Only,54,F,False
C01525,Health Seekers,35,F,True
C01526,Rx-Only,34,F,True
C01527,Occasional Visitors,39,F,False
C01528,Occasional Visitors,40,M,False
C01529,Rx-Only,41,F,False
C01530,Price Sensitives,48,F,True
C01531,Rx-Only,70,M,True
C01532,Health Seekers,33,M,True
C01533,Health Seekers,38,M,True
C01534,Occasional Visitors,23,M,True
C01535,Health Seekers,41,F,True
C01536,Price Sensitives,66,F,True
C01537,Price Sensitives,35,F,True
C01538,Occasional Visitors,52,M,False
C01539,Chronic Loyalists,38,F,True
C01540,Chronic Loyalists,66,F,True
C01541,Price Sensitives,39,M,False
C01542,Rx-Only,56,F,True
C01543,Rx-Only,51,M,True
C01544,Occasional Visitors,70,F,True
C01545,Health Seekers,33,F,True
C01546,Occasional Visitors,71,M,True
C01547,Rx-Only,73,M,False
C01548,Occasional Visitors,72,F,True
C01549,Chronic Loyalists,50,M,False
C01550,Rx-Only,75,M,False
C01551,Rx-Only,33,M,True
C01552,Chronic Loyalists,60,M,True
C01553,Chronic Loyalists,43,F,False
C01554,Occasional Visitors,26,M,True
C01555,Rx-Only,72,F,True
C01556,Chronic Loyalists,72,M,True
C01557,Rx-Only,43,M,False
C01558,Chronic Loyalists,23,F,True
C01559,Chronic Loyalists,35,M,False
C01560,Health Seekers,45,M,True
C01561,Chronic Loyalists,59,F,False
C01562,Rx-Only,45,M,False
C01563,At-Risk Lapsing,61,F,True
C01564,Price Sensitives,43,M,False
C01565,Price Sensitives,39,M,False
C01566,Occasional Visitors,75,M,True
C01567,Health Seekers,26,M,True
C01568,Rx-Only,47,M,False
C01569,Rx-Only,60,M,True
C01570,Chronic Loyalists,59,F,False
C01571,Rx-Only,49,M,True
C01572,Health Seekers,41,M,True
C01573,Health Seekers,44,F,True
C01574,Occasional Visitors,30,F,True
C01575,Chronic Loyalists,63,M,True
C01576,Rx-Only,76,M,True
C01577,Rx-Only,72,M,False
C01578,Occasional Visitors,54,F,True
C01579,Rx-Only,58,F,False
C01580,Chronic Loyalists,27,M,True
C01581,Price Sensitives,23,F,True
C01582,Rx-Only,55,F,False
C01583,Health Seekers,68,F,True
C01584,Rx-Only,48,M,True
C01585,Rx-Only,26,M,True
C01586,Rx-Only,77,F,False
C01587,Health Seekers,41,F,True
C01588,Chronic Loyalists,45,M,True
C01589,Rx-Only,70,M,True
C01590,Health Seekers,61,M,True
C01591,Health Seekers,68,F,True
C01592,Health Seekers,70,F,True
C01593,Chronic Loyalists,27,F,True
C01594,Chronic Loyalists,68,M,True
C01595,Health Seekers,32,F,True
C01596,At-Risk Lapsing,75,M,True
C01597,Chronic Loyalists,77,M,True
C01598,Health Seekers,77,M,True
C01599,Occasional Visitors,25,F,False
C01600,Rx-Only,77,F,True
C01601,Chronic Loyalists,28,M,True
C01602,Rx-Only,47,F,True
C01603,Health Seekers,76,M,True
C01604,Rx-Only,52,F,True
C01605,Rx-Only,61,F,False
C01606,Rx-Only,44,F,False
C01607,Rx-Only,76,F,False
C01608,Chronic Loyalists,75,F,True
C01609,Rx-Only,68,F,True
C01610,At-Risk Lapsing,60,M,True
C01611,Chronic Loyalists,38,F,True
C01612,At-Risk Lapsing,69,F,False
C01613,Rx-Only,63,M,True
C01614,Chronic Loyalists,41,F,True
C01615,Rx-Only,50,F,True
C01616,Chronic Loyalists,76,M,True
C01617,Price Sensitives,53,F,False
C01618,Rx-Only,65,F,True
C01619,Rx-Only,26,F,False
C01620,Rx-Only,73,F,False
C01621,Rx-Only,74,F,True
C01622,Health Seekers,50,F,True
C01623,Occasional Visitors,35,F,True
C01624,At-Risk Lapsing,61,M,True
C01625,Rx-Only,71,F,True
C01626,Rx-Only,77,M,True
C01627,Health Seekers,41,M,True
C01628,Price Sensitives,31,F,True
C01629,Price Sensitives,48,M,False
C01630,Occasional Visitors,44,M,True
C01631,Occasional Visitors,62,F,False
C01632,Rx-Only,61,F,True
C01633,Rx-Only,39,M,True
C01634,Chronic Loyalists,29,M,True
C01635,Rx-Only,70,M,True
C01636,Rx-Only,22,M,True
C01637,Health Seekers,46,M,True
C01638,Chronic Loyalists,54,F,False
C01639,Chronic Loyalists,25,F,False
C01640,Health Seekers,58,M,False
C01641,Occasional Visitors,52,F,True
C01642,Occasional Visitors,60,F,True
C01643,Health Seekers,32,F,False
C01644,Chronic Loyalists,38,F,True
C01645,Health Seekers,34,F,True
C01646,Price Sensitives,47,M,True
C01647,Occasional Visitors,50,M,True
C01648,Rx-Only,27,F,False
C01649,Rx-Only,30,M,True
C01650,Health Seekers,31,M,True
C01651,Rx-Only,22,M,False
C01652,Health Seekers,38,M,False
C01653,Price Sensitives,38,M,True
C01654,Rx-Only,26,M,False
C01655,Rx-Only,58,M,True
C01656,Chronic Loyalists,35,M,True
C01657,Occasional Visitors,37,M,True
C01658,Price Sensitives,24,F,False
C01659,Occasional Visitors,31,F,True
C01660,Rx-Only,54,M,True
C01661,Rx-Only,45,F,True
C01662,Occasional Visitors,69,F,True
C01663,Occasional Visitors,64,F,True
C01664,Rx-Only,41,M,True
C01665,Chronic Loyalists,64,F,False
C01666,Chronic Loyalists,48,F,True
C01667,Occasional Visitors,71,F,True
C01668,Health Seekers,47,M,True
C01669,Rx-Only,75,F,False
C01670,Chronic Loyalists,33,M,True
C01671,Occasional Visitors,32,F,True
C01672,Price Sensitives,62,F,True
C01673,Price Sensitives,76,M,True
C01674,Occasional Visitors,36,F,True
C01675,Price Sensitives,32,M,False
C01676,Price Sensitives,68,F,True
C01677,Chronic Loyalists,39,M,True
C01678,Rx-Only,28,M,True
C01679,Rx-Only,77,M,True
C01680,Occasional Visitors,42,F,True
C01681,Occasional Visitors,39,F,True
C01682,Rx-Only,57,M,True
C01683,Rx-Only,37,F,True
C01684,Chronic Loyalists,59,F,True
C01685,Chronic Loyalists,50,F,True
C01686,Health Seekers,50,F,True
C01687,Occasional Visitors,33,F,False
C01688,Rx-Only,53,F,True
C01689,Occasional Visitors,23,M,True
C01690,Chronic Loyalists,48,M,True
C01691,Occasional Visitors,41,F,True
C01692,Price Sensitives,25,F,True
C01693,Chronic Loyalists,63,F,True
C01694,Occasional Visitors,68,M,True
C01695,Occasional Visitors,58,F,True
C01696,Chronic Loyalists,47,F,True
C01697,At-Risk Lapsing,51,F,True
C01698,Chronic Loyalists,31,M,True
C01699,Price Sensitives,39,F,True
C01700,Chronic Loyalists,40,F,True
C01701,Rx-Only,22,F,True
C01702,At-Risk Lapsing,26,M,True
C01703,Health Seekers,28,M,False
C01704,Occasional Visitors,76,F,True
C01705,Chronic Loyalists,54,M,True
C01706,At-Risk Lapsing,50,F,True
C01707,Rx-Only,29,M,True
C01708,Occasional Visitors,37,M,True
C01709,Health Seekers,63,M,True
C01710,Chronic Loyalists,39,M,True
C01711,Health Seekers,41,F,False
C01712,Price Sensitives,55,M,True
C01713,Chronic Loyalists,34,M,True
C01714,Health Seekers,44,M,True
C01715,Chronic Loyalists,35,M,True
C01716,Rx-Only,52,F,False
C01717,Health Seekers,71,F,True
C01718,Occasional Visitors,69,F,True
C01719,Health Seekers,75,F,True
C01720,Rx-Only,31,F,False
C01721,Chronic Loyalists,23,M,True
C01722,Rx-Only,69,F,True
C01723,Price Sensitives,67,M,True
C01724,Chronic Loyalists,32,M,False
C01725,Rx-Only,71,M,True
C01726,Health Seekers,52,M,True
C01727,Rx-Only,25,M,False
C01728,Occasional Visitors,72,M,True
C01729,Rx-Only,51,F,True
C01730,Chronic Loyalists,43,F,False
C01731,Rx-Only,44,F,True
C01732,Rx-Only,49,M,True
C01733,Rx-Only,75,M,True
C01734,Chronic Loyalists,53,F,True
C01735,Occasional Visitors,62,M,True
C01736,Price Sensitives,68,F,True
C01737,Health Seekers,37,F,True
C01738,Price Sensitives,39,F,False
C01739,Rx-Only,52,F,True
C01740,Rx-Only,46,M,True
C01741,Rx-Only,24,M,True
C01742,Health Seekers,35,F,True
C01743,Chronic Loyalists,53,M,True
C01744,Health Seekers,73,M,False
C01745,Rx-Only,65,F,True
C01746,Rx-Only,25,F,True
C01747,Rx-Only,34,F,False
C01748,Chronic Loyalists,49,M,True
C01749,Rx-Only,49,F,True
C01750,Health Seekers,30,F,True
C01751,Rx-Only,38,F,True
C01752,Price Sensitives,69,F,True
C01753,Price Sensitives,73,M,False
C01754,Health Seekers,37,M,True
C01755,At-Risk Lapsing,72,M,False
C01756,Price Sensitives,39,M,True
C01757,Occasional Visitors,54,F,True
C01758,Chronic Loyalists,63,F,True
C01759,Rx-Only,32,M,True
C01760,Occasional Visitors,40,M,True
C01761,Price Sensitives,67,M,True
C01762,Price Sensitives,46,F,True
C01763,Price Sensitives,36,M,True
C01764,Chronic Loyalists,57,F,True
C01765,Occasional Visitors,60,F,True
C01766,Chronic Loyalists,70,M,True
C01767,Health Seekers,68,M,True
C01768,Health Seekers,62,M,True
C01769,Chronic Loyalists,37,M,True
C01770,Price Sensitives,38,F,False
C01771,At-Risk Lapsing,30,F,True
C01772,Chronic Loyalists,65,F,True
C01773,Occasional Visitors,31,M,True
C01774,Rx-Only,32,F,True
C01775,Chronic Loyalists,41,M,True
C01776,Rx-Only,71,F,True
C01777,Occasional Visitors,35,M,True
C01778,Price Sensitives,26,M,True
C01779,Health Seekers,51,M,False
C01780,Rx-Only,47,F,False
C01781,Health Seekers,37,F,True
C01782,Health Seekers,29,F,True
C01783,Rx-Only,29,M,True
C01784,Health Seekers,50,M,True
C01785,Rx-Only,38,M,True
C01786,Rx-Only,23,F,True
C01787,Rx-Only,43,M,True
C01788,Rx-Only,49,F,True
C01789,Rx-Only,50,M,True
C01790,At-Risk Lapsing,33,M,False
C01791,Rx-Only,41,M,True
C01792,Health Seekers,69,F,True
C01793,Price Sensitives,71,F,True
C01794,Occasional Visitors,33,F,True
C01795,Occasional Visitors,49,M,False
C01796,Rx-Only,43,F,True
C01797,Occasional Visitors,43,M,True
C01798,Price Sensitives,28,F,True
C01799,Rx-Only,44,F,True
C01800,Chronic Loyalists,52,F,True
C01801,Occasional Visitors,42,F,True
C01802,Price Sensitives,56,F,False
C01803,Rx-Only,42,F,False
C01804,Health Seekers,42,F,True
C01805,Rx-Only,36,F,True
C01806,Occasional Visitors,47,F,True
C01807,Rx-Only,53,M,False
C01808,Occasional Visitors,45,F,False
C01809,Health Seekers,42,F,True
C01810,At-Risk Lapsing,67,F,True
C01811,Rx-Only,38,F,True
C01812,Occasional Visitors,31,F,True
C01813,Chronic Loyalists,46,F,True
C01814,Chronic Loyalists,39,F,True
C01815,Price Sensitives,25,M,False
C01816,Price Sensitives,71,F,True
C01817,Price Sensitives,59,M,False
C01818,Chronic Loyalists,76,M,False
C01819,Price Sensitives,55,M,True
C01820,Rx-Only,59,F,True
C01821,Occasional Visitors,73,M,True
C01822,At-Risk Lapsing,34,M,True
C01823,Price Sensitives,45,F,True
C01824,Rx-Only,77,M,True
C01825,Occasional Visitors,31,F,True
C01826,Rx-Only,24,F,True
C01827,Rx-Only,45,F,True
C01828,Rx-Only,48,F,True
C01829,Price Sensitives,47,M,True
C01830,Rx-Only,64,M,False
C01831,Health Seekers,38,M,True
C01832,Rx-Only,32,M,False
C01833,Chronic Loyalists,77,F,True
C01834,Health Seekers,35,M,False
C01835,At-Risk Lapsing,55,M,True
C01836,Chronic Loyalists,38,M,True
C01837,At-Risk Lapsing,54,F,True
C01838,Chronic Loyalists,54,F,False
C01839,Rx-Only,29,F,True
C01840,Occasional Visitors,27,M,True
C01841,Chronic Loyalists,63,F,True
C01842,Health Seekers,23,F,True
C01843,Health Seekers,38,F,True
C01844,Occasional Visitors,71,F,True
C01845,At-Risk Lapsing,36,F,True
C01846,Chronic Loyalists,45,F,True
C01847,Chronic Loyalists,45,F,True
C01848,Rx-Only,49,F,True
C01849,Occasional Visitors,52,M,True
C01850,Chronic Loyalists,62,M,True
C01851,Health Seekers,31,F,False
C01852,At-Risk Lapsing,32,F,True
C01853,Occasional Visitors,38,F,True
C01854,Rx-Only,43,F,False
C01855,Health Seekers,70,M,True
C01856,Chronic Loyalists,57,F,True
C01857,Chronic Loyalists,77,M,True
C01858,Occasional Visitors,38,F,True
C01859,Price Sensitives,32,M,False
C01860,Occasional Visitors,65,M,True
C01861,Health Seekers,38,M,True
C01862,Rx-Only,30,F,True
C01863,At-Risk Lapsing,44,F,True
C01864,Health Seekers,35,F,True
C01865,Rx-Only,69,F,True
C01866,Occasional Visitors,37,M,False
C01867,Occasional Visitors,70,M,True
C01868,Chronic Loyalists,75,M,True
C01869,Occasional Visitors,45,M,True
C01870,Rx-Only,76,M,True
C01871,Rx-Only,39,F,True
C01872,Chronic Loyalists,31,F,True
C01873,Occasional Visitors,73,F,True
C01874,Chronic Loyalists,24,M,False
C01875,Health Seekers,56,M,True
C01876,Chronic Loyalists,24,F,False
C01877,Health Seekers,50,F,True
C01878,Occasional Visitors,54,M,True
C01879,Rx-Only,44,M,False
C01880,Rx-Only,62,F,True
C01881,Price Sensitives,68,M,False
C01882,At-Risk Lapsing,75,M,True
C01883,Health Seekers,35,F,True
C01884,Occasional Visitors,76,F,True
C01885,Health Seekers,26,M,False
C01886,Rx-Only,54,F,True
C01887,Rx-Only,34,M,True
C01888,Occasional Visitors,40,F,True
C01889,Occasional Visitors,54,F,False
C01890,Price Sensitives,28,M,True
C01891,Health Seekers,51,M,True
C01892,Chronic Loyalists,26,F,False
C01893,Rx-Only,55,F,True
C01894,Rx-Only,47,F,True
C01895,Rx-Only,54,M,True
C01896,Chronic Loyalists,47,F,False
C01897,Health Seekers,63,F,True
C01898,Rx-Only,72,F,False
C01899,Rx-Only,54,M,False
C01900,Health Seekers,42,M,True
C01901,Rx-Only,42,F,True
C01902,Occasional Visitors,46,M,True
C01903,Rx-Only,63,F,False
C01904,Occasional Visitors,59,F,True
C01905,Chronic Loyalists,39,M,True
C01906,Rx-Only,66,F,True
C01907,Rx-Only,47,F,True
C01908,Chronic Loyalists,54,M,True
C01909,Price Sensitives,53,M,True
C01910,Chronic Loyalists,73,F,True
C01911,Health Seekers,25,F,True
C01912,Occasional Visitors,69,M,True
C01913,Occasional Visitors,48,F,True
C01914,Rx-Only,39,F,True
C01915,Chronic Loyalists,76,M,False
C01916,Chronic Loyalists,40,F,True
C01917,At-Risk Lapsing,26,M,True
C01918,Occasional Visitors,52,F,True
C01919,Occasional Visitors,37,F,False
C01920,Occasional Visitors,35,M,True
C01921,Price Sensitives,59,F,True
C01922,Rx-Only,33,F,False
C01923,Chronic Loyalists,77,F,True
C01924,Health Seekers,43,F,False
C01925,Rx-Only,50,F,True
C01926,Rx-Only,67,F,True
C01927,Price Sensitives,71,F,True
C01928,Chronic Loyalists,46,F,True
C01929,Health Seekers,43,F,True
C01930,Health Seekers,23,F,True
C01931,Chronic Loyalists,34,F,False
C01932,Occasional Visitors,62,F,True
C01933,Rx-Only,26,M,True
C01934,Health Seekers,37,F,False
C01935,Health Seekers,34,M,True
C01936,At-Risk Lapsing,57,F,True
C01937,At-Risk Lapsing,34,M,False
C01938,Chronic Loyalists,57,F,True
C01939,Rx-Only,39,F,True
C01940,Occasional Visitors,50,M,False
C01941,Health Seekers,57,F,True
C01942,Rx-Only,47,F,True
C01943,At-Risk Lapsing,58,M,True
C01944,Occasional Visitors,60,M,True
C01945,Occasional Visitors,40,M,True
C01946,Health Seekers,76,M,True
C01947,At-Risk Lapsing,48,F,True
C01948,Rx-Only,72,F,False
C01949,Chronic Loyalists,69,F,True
C01950,Rx-Only,76,F,False
C01951,Chronic Loyalists,29,M,True
C01952,Rx-Only,42,F,True
C01953,Chronic Loyalists,69,F,True
C01954,Health Seekers,53,M,True
C01955,Health Seekers,22,M,True
C01956,Price Sensitives,59,M,True
C01957,Health Seekers,39,F,True
C01958,Chronic Loyalists,34,M,True
C01959,At-Risk Lapsing,71,M,True
C01960,Chronic Loyalists,68,M,True
C01961,Health Seekers,69,F,True
C01962,Health Seekers,28,F,True
C01963,Rx-Only,29,M,True
C01964,Price Sensitives,67,M,False
C01965,Rx-Only,42,F,True
C01966,At-Risk Lapsing,63,F,True
C01967,Chronic Loyalists,27,F,True
C01968,Health Seekers,37,F,True
C01969,Health Seekers,33,M,False
C01970,Rx-Only,48,M,True
C01971,Rx-Only,39,M,True
C01972,Rx-Only,23,F,False
C01973,Rx-Only,39,M,True
C01974,Rx-Only,56,F,False
C01975,Rx-Only,25,M,True
C01976,Occasional Visitors,75,F,True
C01977,Rx-Only,58,F,False
C01978,Price Sensitives,56,M,True
C01979,Rx-Only,68,F,True
C01980,Rx-Only,28,F,True
C01981,Occasional Visitors,36,F,True
C01982,Chronic Loyalists,63,M,True
C01983,Price Sensitives,76,M,True
C01984,Chronic Loyalists,65,M,True
C01985,Rx-Only,25,M,True
C01986,Occasional Visitors,28,F,False
C01987,Rx-Only,67,M,True
C01988,Rx-Only,73,M,True
C01989,Rx-Only,49,F,True
C01990,Chronic Loyalists,64,F,True
C01991,Chronic Loyalists,62,M,True
C01992,Rx-Only,49,F,False
C01993,Health Seekers,73,M,True
C01994,Health Seekers,34,F,True
C01995,Chronic Loyalists,46,F,True
C01996,Occasional Visitors,32,F,True
C01997,Chronic Loyalists,53,F,True
C01998,Chronic Loyalists,73,M,True
C01999,Chronic Loyalists,41,M,True
C02000,Price Sensitives,48,F,True
C02001,Chronic Loyalists,57,F,True
C02002,Health Seekers,76,M,True
C02003,Health Seekers,37,M,True
C02004,Price Sensitives,70,M,False
C02005,At-Risk Lapsing,65,F,False
C02006,Health Seekers,57,M,True
C02007,Chronic Loyalists,24,F,False
C02008,Occasional Visitors,51,M,False
C02009,Rx-Only,45,M,True
C02010,Chronic Loyalists,76,M,True
C02011,Price Sensitives,58,F,True
C02012,Chronic Loyalists,64,F,True
C02013,Occasional Visitors,63,M,False
C02014,Rx-Only,56,F,True
C02015,Rx-Only,34,F,True
C02016,Occasional Visitors,52,F,True
C02017,Health Seekers,23,F,False
C02018,Chronic Loyalists,25,M,True
C02019,Occasional Visitors,63,M,False
C02020,Chronic Loyalists,44,M,False
C02021,Chronic Loyalists,52,M,False
C02022,Rx-Only,56,F,True
C02023,Rx-Only,52,M,True
C02024,Rx-Only,24,M,True
C02025,Health Seekers,67,M,True
C02026,Rx-Only,27,M,True
C02027,Health Seekers,50,F,False
C02028,Health Seekers,68,F,True
C02029,At-Risk Lapsing,71,F,True
C02030,Occasional Visitors,58,F,True
C02031,Price Sensitives,75,M,True
C02032,At-Risk Lapsing,33,F,False
C02033,Health Seekers,29,M,True
C02034,Rx-Only,73,M,True
C02035,At-Risk Lapsing,62,M,True
C02036,Occasional Visitors,41,F,True
C02037,Rx-Only,47,M,True
C02038,Health Seekers,55,F,True
C02039,Rx-Only,44,M,False
C02040,Chronic Loyalists,37,M,True
C02041,Occasional Visitors,31,M,True
C02042,Health Seekers,73,F,False
C02043,Health Seekers,24,M,True
C02044,Chronic Loyalists,73,F,False
C02045,Health Seekers,64,F,True
C02046,Rx-Only,57,F,False
C02047,Chronic Loyalists,75,F,True
C02048,Health Seekers,23,F,True
C02049,Rx-Only,39,F,True
C02050,Occasional Visitors,46,M,True
C02051,Health Seekers,57,M,False
C02052,Rx-Only,26,F,True
C02053,Health Seekers,30,F,True
C02054,Rx-Only,72,M,True
C02055,Chronic Loyalists,77,F,True
C02056,Rx-Only,25,M,False
C02057,Occasional Visitors,56,F,True
C02058,Rx-Only,37,F,True
C02059,Rx-Only,62,F,True
C02060,Chronic Loyalists,40,M,False
C02061,Occasional Visitors,39,M,True
C02062,Occasional Visitors,27,F,True
C02063,Chronic Loyalists,45,M,True
C02064,Chronic Loyalists,50,F,True
C02065,Rx-Only,38,F,True
C02066,Chronic Loyalists,27,M,True
C02067,Health Seekers,75,M,True
C02068,Occasional Visitors,37,M,True
C02069,Rx-Only,39,M,True
C02070,Health Seekers,22,M,True
C02071,Occasional Visitors,28,F,True
C02072,Rx-Only,38,M,True
C02073,Health Seekers,33,F,False
C02074,Chronic Loyalists,28,M,True
C02075,Rx-Only,63,F,False
C02076,Rx-Only,36,M,True
C02077,Rx-Only,53,F,True
C02078,Chronic Loyalists,43,M,True
C02079,Occasional Visitors,23,M,True
C02080,Occasional Visitors,58,F,True
C02081,Health Seekers,44,F,False
C02082,Chronic Loyalists,57,M,False
C02083,At-Risk Lapsing,29,F,True
C02084,Chronic Loyalists,33,M,False
C02085,Rx-Only,33,M,True
C02086,Chronic Loyalists,35,F,True
C02087,Rx-Only,69,M,True
C02088,Health Seekers,54,M,True
C02089,Price Sensitives,60,F,False
C02090,Chronic Loyalists,63,M,True
C02091,Rx-Only,57,M,True
C02092,Occasional Visitors,56,F,True
C02093,Chronic Loyalists,66,F,True
C02094,Chronic Loyalists,33,F,False
C02095,Health Seekers,52,F,True
C02096,Health Seekers,34,F,False
C02097,Health Seekers,46,F,False
C02098,Chronic Loyalists,46,F,True
C02099,Occasional Visitors,74,F,True
C02100,Price Sensitives,57,F,True
C02101,Chronic Loyalists,26,F,True
C02102,Health Seekers,25,F,True
C02103,Rx-Only,47,F,True
C02104,Chronic Loyalists,47,F,False
C02105,Occasional Visitors,29,F,True
C02106,Occasional Visitors,64,F,True
C02107,Occasional Visitors,27,M,False
C02108,Rx-Only,46,F,False
C02109,Health Seekers,27,F,True
C02110,At-Risk Lapsing,38,F,True
C02111,Chronic Loyalists,73,F,True
C02112,Rx-Only,51,M,True
C02113,Rx-Only,29,M,True
C02114,Occasional Visitors,33,F,True
C02115,Occasional Visitors,49,M,True
C02116,Chronic Loyalists,28,F,False
C02117,Occasional Visitors,30,M,True
C02118,Health Seekers,50,F,False
C02119,Health Seekers,76,F,True
C02120,Occasional Visitors,27,M,True
C02121,Rx-Only,59,F,True
C02122,Health Seekers,44,F,False
C02123,Occasional Visitors,64,F,True
C02124,Rx-Only,35,F,False
C02125,Chronic Loyalists,57,M,True
C02126,Health Seekers,22,M,True
C02127,Chronic Loyalists,61,F,True
C02128,Rx-Only,48,F,True
C02129,Chronic Loyalists,62,F,True
C02130,Health Seekers,35,F,True
C02131,Occasional Visitors,45,F,True
C02132,Price Sensitives,77,M,True
C02133,Health Seekers,54,M,True
C02134,Price Sensitives,70,F,True
C02135,At-Risk Lapsing,74,M,True
C02136,Health Seekers,27,M,True
C02137,Price Sensitives,50,F,True
C02138,Occasional Visitors,60,F,True
C02139,Health Seekers,30,M,True
C02140,Occasional Visitors,28,F,True
C02141,Price Sensitives,57,F,True
C02142,Rx-Only,50,F,True
C02143,At-Risk Lapsing,42,M,True
C02144,Price Sensitives,72,M,True
C02145,At-Risk Lapsing,50,F,False
C02146,Chronic Loyalists,43,F,False
C02147,Occasional Visitors,77,F,True
C02148,Chronic Loyalists,42,F,True
C02149,Chronic Loyalists,33,M,True
C02150,Chronic Loyalists,63,M,True
C02151,Occasional Visitors,61,F,True
C02152,Health Seekers,64,F,True
C02153,Chronic Loyalists,35,F,True
C02154,Rx-Only,26,M,False
C02155,Health Seekers,59,F,False
C02156,Health Seekers,65,F,False
C02157,Rx-Only,42,M,False
C02158,Chronic Loyalists,25,F,False
C02159,Rx-Only,30,F,False
C02160,Health Seekers,74,F,False
C02161,Chronic Loyalists,49,M,True
C02162,Health Seekers,24,F,True
C02163,Chronic Loyalists,26,M,True
C02164,Occasional Visitors,30,M,True
C02165,Occasional Visitors,76,F,False
C02166,Rx-Only,68,M,True
C02167,Rx-Only,52,F,True
C02168,Rx-Only,30,M,True
C02169,Rx-Only,52,F,False
C02170,Rx-Only,43,F,True
C02171,Chronic Loyalists,62,M,False
C02172,Rx-Only,40,M,False
C02173,Occasional Visitors,50,M,True
C02174,At-Risk Lapsing,64,F,False
C02175,Rx-Only,55,F,True
C02176,Health Seekers,40,F,True
C02177,Chronic Loyalists,66,M,False
C02178,Price Sensitives,48,F,True
C02179,Occasional Visitors,34,M,True
C02180,Rx-Only,70,M,True
C02181,Rx-Only,33,F,False
C02182,Health Seekers,35,M,True
C02183,Health Seekers,31,F,True
C02184,Chronic Loyalists,74,F,True
C02185,Chronic Loyalists,50,M,True
C02186,Chronic Loyalists,47,M,True
C02187,Chronic Loyalists,76,M,True
C02188,Rx-Only,58,F,False
C02189,Chronic Loyalists,36,M,True
C02190,Health Seekers,43,M,True
C02191,Rx-Only,61,F,True
C02192,Rx-Only,38,M,True
C02193,Rx-Only,56,F,True
C02194,Health Seekers,54,M,True
C02195,Price Sensitives,43,M,True
C02196,Occasional Visitors,55,F,True
C02197,Price Sensitives,29,M,True
C02198,Health Seekers,69,F,True
C02199,Occasional Visitors,65,M,False
C02200,Occasional Visitors,70,M,True
C02201,Health Seekers,34,M,False
C02202,At-Risk Lapsing,49,M,True
C02203,Rx-Only,68,F,True
C02204,Health Seekers,72,M,True
C02205,Rx-Only,68,F,True
C02206,Health Seekers,35,F,True
C02207,Health Seekers,77,F,True
C02208,Chronic Loyalists,42,F,True
C02209,Rx-Only,42,F,True
C02210,Rx-Only,68,M,True
C02211,Chronic Loyalists,76,F,True
C02212,Health Seekers,61,F,True
C02213,Price Sensitives,47,M,True
C02214,Rx-Only,44,F,True
C02215,Chronic Loyalists,26,F,True
C02216,Occasional Visitors,73,M,True
C02217,Rx-Only,39,M,True
C02218,Rx-Only,27,F,False
C02219,Occasional Visitors,41,M,False
C02220,Chronic Loyalists,37,M,True
C02221,Chronic Loyalists,65,F,True
C02222,Occasional Visitors,28,F,True
C02223,Chronic Loyalists,43,M,False
C02224,Price Sensitives,31,M,True
C02225,Rx-Only,45,M,True
C02226,Occasional Visitors,59,F,False
C02227,Chronic Loyalists,76,M,False
C02228,Chronic Loyalists,73,M,True
C02229,Price Sensitives,57,F,False
C02230,Occasional Visitors,53,M,False
C02231,Rx-Only,76,M,False
C02232,Chronic Loyalists,76,M,True
C02233,Rx-Only,28,M,False
C02234,Rx-Only,67,F,False
C02235,Rx-Only,50,M,False
C02236,Health Seekers,71,M,False
C02237,Chronic Loyalists,68,M,True
C02238,Occasional Visitors,66,M,True
C02239,Health Seekers,37,M,True
C02240,Occasional Visitors,36,M,True
C02241,Health Seekers,48,F,True
C02242,Rx-Only,62,M,False
C02243,Price Sensitives,23,F,False
C02244,Occasional Visitors,72,F,False
C02245,Occasional Visitors,33,F,False
C02246,Occasional Visitors,61,M,False
C02247,Chronic Loyalists,52,M,False
C02248,Occasional Visitors,65,F,True
C02249,Rx-Only,37,F,True
C02250,Rx-Only,27,F,True
C02251,Health Seekers,57,F,True
C02252,Rx-Only,73,M,False
C02253,Health Seekers,65,F,True
C02254,Health Seekers,44,M,False
C02255,Occasional Visitors,34,M,True
C02256,Health Seekers,50,M,False
C02257,Health Seekers,25,M,True
C02258,Health Seekers,75,M,True
C02259,Occasional Visitors,74,F,True
C02260,Rx-Only,76,M,True
C02261,Chronic Loyalists,50,F,True
C02262,Rx-Only,62,F,True
C02263,Rx-Only,49,M,False
C02264,Rx-Only,32,F,True
C02265,Health Seekers,65,F,True
C02266,Health Seekers,72,F,True
C02267,Rx-Only,42,F,True
C02268,Price Sensitives,58,M,True
C02269,Occasional Visitors,36,F,True
C02270,Health Seekers,41,M,True
C02271,Health Seekers,35,F,True
C02272,Health Seekers,48,F,True
C02273,Chronic Loyalists,44,F,False
C02274,Rx-Only,40,F,True
C02275,Occasional Visitors,28,M,True
C02276,Health Seekers,47,M,False
C02277,Occasional Visitors,37,F,True
C02278,Rx-Only,22,M,True
C02279,Rx-Only,69,F,True
C02280,Rx-Only,49,F,True
C02281,Health Seekers,64,M,True
C02282,Health Seekers,74,F,True
C02283,Health Seekers,56,F,False
C02284,Health Seekers,37,M,False
